etiqueta,frame,nose,left_shoulder,right_shoulder,left_elbow,right_elbow,left_wrist,right_wrist,left_hip,right_hip,left_knee,right_knee,left_ankle,right_ankle,mid_shoulder,mid_hip
subject_02,34,"[490.25836181640625, 112.2538070678711, 0.3955324590206146]","[512.9811401367188, 139.80938720703125, 0.2166498750448227]","[498.6298828125, 136.21517944335938, 0.15093252062797546]","[512.3831787109375, 177.54852294921875, 0.43034446239471436]","[502.8156433105469, 175.75143432617188, 0.030299125239253044]","[502.8156433105469, 206.30215454101562, 0.547915518283844]","[493.2481994628906, 193.1234130859375, 0.06367872655391693]","[510.5892333984375, 201.5098876953125, 0.07917013019323349]","[494.4441223144531, 198.5147247314453, 0.09305243194103241]","[512.9811401367188, 259.01715087890625, 0.21138009428977966]","[476.5050964355469, 251.82876586914062, 0.27182766795158386]","[519.5587768554688, 308.137939453125, 0.20761628448963165]","[483.6806945800781, 301.548583984375, 0.1976923793554306]","[505.8055114746094, 138.0122833251953]","[502.51666259765625, 200.01229858398438]"
subject_02,35,"[484.8741455078125, 112.45256042480469, 0.5664581060409546]","[506.3946533203125, 140.5999755859375, 0.25522494316101074]","[492.6454162597656, 137.00668334960938, 0.16632112860679626]","[506.9924011230469, 175.93394470214844, 0.5601847171783447]","[495.6343688964844, 175.93394470214844, 0.04998166114091873]","[495.6343688964844, 206.4768829345703, 0.44788119196891785]","[486.6675109863281, 196.29591369628906, 0.06458695977926254]","[506.3946533203125, 201.68585205078125, 0.08092021197080612]","[488.4609069824219, 196.89479064941406, 0.08099842071533203]","[509.98138427734375, 256.78289794921875, 0.24258477985858917]","[471.72271728515625, 253.7884979248047, 0.2081175446510315]","[518.9482421875, 306.4900207519531, 0.2379899024963379]","[466.34259033203125, 305.8911437988281, 0.18548350036144257]","[499.52001953125, 138.80332946777344]","[497.42779541015625, 199.29031372070312]"
subject_02,36,"[479.16473388671875, 112.87877655029297, 0.590922474861145]","[500.0849304199219, 141.6140899658203, 0.30000877380371094]","[488.1305236816406, 138.02218627929688, 0.16875244677066803]","[500.0849304199219, 178.13189697265625, 0.4714072346687317]","[492.3145751953125, 176.33592224121094, 0.05946586653590202]","[487.5328063964844, 208.6631622314453, 0.5801417231559753]","[482.1533203125, 191.90089416503906, 0.10642489045858383]","[500.0849304199219, 204.4726104736328, 0.084610715508461]","[485.1419372558594, 199.08473205566406, 0.07321033626794815]","[507.257568359375, 257.15399169921875, 0.28008168935775757]","[468.40576171875, 257.15399169921875, 0.2639039158821106]","[518.6142578125, 305.6448669433594, 0.29765784740448]","[451.6695861816406, 305.0461730957031, 0.25217941403388977]","[494.10772705078125, 139.81814575195312]","[492.6134338378906, 201.77867126464844]"
subject_02,37,"[472.194091796875, 115.86151123046875, 0.6241616010665894]","[494.9632263183594, 142.8588104248047, 0.27835848927497864]","[481.7810974121094, 139.85911560058594, 0.20276877284049988]","[493.76483154296875, 177.65533447265625, 0.44798535108566284]","[481.7810974121094, 178.25526428222656, 0.08459749817848206]","[479.9835205078125, 208.2522735595703, 0.853314995765686]","[473.3924865722656, 195.65353393554688, 0.08379998803138733]","[493.1656494140625, 204.6526336669922, 0.11415455490350723]","[475.78924560546875, 201.05299377441406, 0.09307244420051575]","[503.9510192871094, 258.04730224609375, 0.34832483530044556]","[462.60711669921875, 260.44708251953125, 0.2678309977054596]","[517.1331176757812, 304.84259033203125, 0.3301340639591217]","[439.8380126953125, 304.84259033203125, 0.2965426445007324]","[488.3721618652344, 141.3589630126953]","[484.4774475097656, 202.85281372070312]"
subject_02,38,"[465.95111083984375, 115.33979034423828, 0.6408207416534424]","[487.44879150390625, 142.89547729492188, 0.32990750670433044]","[476.699951171875, 139.30125427246094, 0.22377434372901917]","[487.44879150390625, 178.8376922607422, 0.6140013337135315]","[477.297119140625, 178.2386474609375, 0.07118785381317139]","[473.1170349121094, 208.78952026367188, 0.7467244863510132]","[469.5340881347656, 201.60107421875, 0.06283780932426453]","[487.44879150390625, 205.19529724121094, 0.11512688547372818]","[471.92266845703125, 203.99722290039062, 0.09486346691846848]","[499.98907470703125, 258.50958251953125, 0.3141895532608032]","[455.2023010253906, 258.50958251953125, 0.3597766160964966]","[517.306640625, 304.6354064941406, 0.379704087972641]","[436.6904296875, 305.8334655761719, 0.3207049071788788]","[482.0743713378906, 141.09835815429688]","[479.68572998046875, 204.59625244140625]"
subject_02,39,"[459.57342529296875, 113.65211486816406, 0.856450080871582]","[481.76068115234375, 141.82113647460938, 0.3729456961154938]","[469.767578125, 138.22509765625, 0.2169179618358612]","[482.3603515625, 177.7816162109375, 0.6223512887954712]","[470.36724853515625, 177.7816162109375, 0.07486186176538467]","[467.9685974121094, 208.9473419189453, 0.8121270537376404]","[462.5716857910156, 194.5631561279297, 0.0877581536769867]","[480.5613708496094, 204.15260314941406, 0.09963306784629822]","[465.5699768066406, 201.15589904785156, 0.10466866940259933]","[494.35345458984375, 258.6926574707031, 0.33692294359207153]","[448.7796325683594, 257.4939880371094, 0.4277234375476837]","[516.5407104492188, 303.6432189941406, 0.310979425907135]","[434.38787841796875, 309.6366271972656, 0.2716553807258606]","[475.7641296386719, 140.0231170654297]","[473.065673828125, 202.6542510986328]"
subject_02,40,"[454.935546875, 117.50391387939453, 0.7339334487915039]","[475.2690124511719, 143.26528930664062, 0.3313369154930115]","[463.90618896484375, 139.0715789794922, 0.2449725866317749]","[475.8670654296875, 178.6123046875, 0.5020068883895874]","[464.5042419433594, 178.01319885253906, 0.08661302924156189]","[462.112060546875, 209.16651916503906, 0.7153899669647217]","[454.3375244140625, 194.18896484375, 0.21004867553710938]","[473.4748840332031, 202.57640075683594, 0.08586874604225159]","[458.5238037109375, 201.37818908691406, 0.1128736138343811]","[486.6318359375, 258.8919982910156, 0.2947145700454712]","[443.57269287109375, 257.69378662109375, 0.2992359399795532]","[513.5438232421875, 301.42822265625, 0.31623366475105286]","[432.2098693847656, 309.8156433105469, 0.2474474161863327]","[469.58758544921875, 141.16842651367188]","[465.99932861328125, 201.977294921875]"
subject_02,41,"[448.404296875, 116.67868041992188, 0.5532921552658081]","[468.74432373046875, 142.47401428222656, 0.3500252366065979]","[457.37786865234375, 138.2747802734375, 0.25697070360183716]","[470.5390625, 177.26773071289062, 0.5532342791557312]","[459.7707824707031, 176.66783142089844, 0.06458622217178345]","[458.5743103027344, 209.0619659423828, 0.5884310007095337]","[447.8060607910156, 197.0641632080078, 0.134803906083107]","[468.1460876464844, 204.86273193359375, 0.07644177973270416]","[451.9937438964844, 201.2633819580078, 0.11700848489999771]","[475.324951171875, 261.2525634765625, 0.3017219305038452]","[437.63604736328125, 257.6531677246094, 0.383230596780777]","[509.4244384765625, 297.24603271484375, 0.3523704409599304]","[431.0554504394531, 310.44366455078125, 0.29958024621009827]","[463.06109619140625, 140.3743896484375]","[460.0699157714844, 203.06304931640625]"
subject_02,42,"[442.4715270996094, 112.4126968383789, 0.751692533493042]","[464.0012512207031, 142.95510864257812, 0.2565435767173767]","[450.24615478515625, 137.56527709960938, 0.19460256397724152]","[464.0012512207031, 180.08509826660156, 0.5884672999382019]","[449.050048828125, 176.4918670654297, 0.06122715398669243]","[453.8344421386719, 208.8308868408203, 0.7195751070976257]","[441.87347412109375, 194.45799255371094, 0.1598702222108841]","[460.4129638671875, 204.03993225097656, 0.0690700113773346]","[445.4617614746094, 200.4467010498047, 0.12522821128368378]","[464.0012512207031, 263.328125, 0.3345447778701782]","[432.9027404785156, 259.7348937988281, 0.3503498136997223]","[501.6783447265625, 292.67279052734375, 0.32604262232780457]","[431.10858154296875, 309.4411926269531, 0.3289695978164673]","[457.12371826171875, 140.26019287109375]","[452.9373779296875, 202.24331665039062]"
subject_02,43,"[437.2306823730469, 114.1653823852539, 0.5685048699378967]","[457.5819091796875, 141.73228454589844, 0.2730388939380646]","[445.01202392578125, 137.53732299804688, 0.18172764778137207]","[458.77899169921875, 180.08621215820312, 0.5190752744674683]","[444.4134521484375, 175.89125061035156, 0.07334829121828079]","[450.9976501464844, 208.25238037109375, 0.7361322641372681]","[435.4349670410156, 196.86605834960938, 0.14369679987430573]","[449.8005065917969, 200.46173095703125, 0.10068096965551376]","[437.8292236328125, 199.86244201660156, 0.11158107221126556]","[452.1947937011719, 263.9854431152344, 0.3743364214897156]","[430.64642333984375, 260.3897705078125, 0.3700530529022217]","[492.8972473144531, 290.9530334472656, 0.2814902663230896]","[430.64642333984375, 310.1300048828125, 0.32652851939201355]","[451.2969665527344, 139.63479614257812]","[443.81488037109375, 200.16207885742188]"
subject_02,44,"[429.3597106933594, 112.85578918457031, 0.6014582514762878]","[452.61895751953125, 141.58090209960938, 0.2529948055744171]","[437.70916748046875, 137.39181518554688, 0.1621471643447876]","[453.21533203125, 177.48728942871094, 0.3891109824180603]","[440.0947570800781, 173.2982177734375, 0.03626729175448418]","[445.4622497558594, 209.8030548095703, 0.5325804948806763]","[431.7452697753906, 195.44049072265625, 0.08786942064762115]","[444.8658752441406, 200.8264617919922, 0.0852547287940979]","[432.3416748046875, 199.0311279296875, 0.08358687907457352]","[439.49835205078125, 262.46575927734375, 0.2349468469619751]","[428.16693115234375, 259.47357177734375, 0.2829446494579315]","[481.2456970214844, 289.9939880371094, 0.21032527089118958]","[431.1488952636719, 310.93939208984375, 0.29996299743652344]","[445.1640625, 139.48635864257812]","[438.603759765625, 199.92880249023438]"
subject_02,45,"[424.7868957519531, 111.93303680419922, 0.4224337637424469]","[448.0833740234375, 139.5150604248047, 0.2009851485490799]","[433.1497497558594, 135.9174041748047, 0.16190855205059052]","[449.278076171875, 174.29238891601562, 0.31231689453125]","[430.16302490234375, 173.69277954101562, 0.051024891436100006]","[442.707275390625, 207.27088928222656, 0.5895114541053772]","[425.3842468261719, 198.27674865722656, 0.06835681200027466]","[439.1231994628906, 199.47596740722656, 0.09119944274425507]","[427.77362060546875, 198.87635803222656, 0.08258548378944397]","[427.77362060546875, 260.6361083984375, 0.2725008726119995]","[425.98162841796875, 260.6361083984375, 0.16279582679271698]","[467.1984558105469, 288.8177185058594, 0.229594886302948]","[430.7603759765625, 310.4036560058594, 0.22593674063682556]","[440.6165771484375, 137.7162322998047]","[433.44842529296875, 199.17616271972656]"
subject_02,46,"[418.0309143066406, 110.08856201171875, 0.43285414576530457]","[442.4318542480469, 138.8737335205078, 0.23584169149398804]","[426.9580993652344, 135.8752899169922, 0.11790638417005539]","[443.62213134765625, 176.05459594726562, 0.3634635806083679]","[428.14837646484375, 173.05613708496094, 0.03838099539279938]","[439.4560852050781, 207.83822631835938, 0.48944684863090515]","[420.4114990234375, 201.84130859375, 0.07643494755029678]","[435.29010009765625, 200.6419219970703, 0.07504540681838989]","[422.19696044921875, 200.04225158691406, 0.0707920640707016]","[416.2455139160156, 259.41168212890625, 0.1800508201122284]","[426.3629455566406, 258.8119812011719, 0.1412729024887085]","[453.73956298828125, 290.5956115722656, 0.17378832399845123]","[431.1241149902344, 311.5848083496094, 0.18799139559268951]","[434.6949768066406, 137.37451171875]","[428.7435302734375, 200.3420867919922]"
subject_02,47,"[412.63299560546875, 110.1245346069336, 0.2896048128604889]","[436.39532470703125, 137.07168579101562, 0.22277000546455383]","[419.7616882324219, 136.4728546142578, 0.12070558965206146]","[438.177490234375, 175.39649963378906, 0.3108856678009033]","[417.3854675292969, 177.7917938232422, 0.12943506240844727]","[435.20721435546875, 208.9307098388672, 0.4778103828430176]","[408.4745788574219, 204.73895263671875, 0.25295886397361755]","[429.2666320800781, 201.14598083496094, 0.0688246339559555]","[417.9795227050781, 201.14598083496094, 0.0629781037569046]","[407.8805236816406, 256.2379150390625, 0.16509686410427094]","[425.7023010253906, 256.2379150390625, 0.10712794214487076]","[440.5537414550781, 298.7545166015625, 0.0997149795293808]","[437.58343505859375, 293.96392822265625, 0.038100194185972214]","[428.0784912109375, 136.77227783203125]","[423.6230773925781, 201.14598083496094]"
subject_02,48,"[407.71002197265625, 110.6871566772461, 0.27579623460769653]","[431.6346130371094, 139.4673614501953, 0.21551598608493805]","[413.69122314453125, 136.46942138671875, 0.13295453786849976]","[433.4289855957031, 176.64178466796875, 0.36315634846687317]","[410.7006530761719, 176.64178466796875, 0.16524645686149597]","[432.2327575683594, 207.8203582763672, 0.4298757314682007]","[398.73834228515625, 206.02159118652344, 0.41947150230407715]","[422.6629333496094, 203.02365112304688, 0.07677343487739563]","[411.8968505859375, 200.0257110595703, 0.08810758590698242]","[397.5421142578125, 257.58612060546875, 0.3178381323814392]","[423.859130859375, 256.3869323730469, 0.1992848664522171]","[423.859130859375, 299.5572509765625, 0.12708133459091187]","[430.43841552734375, 303.7543640136719, 0.05184723809361458]","[422.66290283203125, 137.9683837890625]","[417.2799072265625, 201.52468872070312]"
subject_02,49,"[400.910400390625, 112.10575866699219, 0.38394197821617126]","[425.3744812011719, 139.6792755126953, 0.22998259961605072]","[408.0706481933594, 139.07984924316406, 0.16003966331481934]","[428.35791015625, 177.4429931640625, 0.3479675352573395]","[403.89385986328125, 177.4429931640625, 0.23278404772281647]","[427.7612609863281, 211.61016845703125, 0.4893527328968048]","[389.57342529296875, 206.21536254882812, 0.37325581908226013]","[418.21429443359375, 203.81765747070312, 0.09941636025905609]","[408.0706481933594, 202.61880493164062, 0.08219552040100098]","[390.17010498046875, 256.5669860839844, 0.2552138566970825]","[421.7944030761719, 257.76580810546875, 0.23005619645118713]","[407.4739685058594, 307.5180358886719, 0.15514405071735382]","[430.7446594238281, 308.7168884277344, 0.15375199913978577]","[416.7225646972656, 139.3795623779297]","[413.1424560546875, 203.21823120117188]"
subject_02,50,"[396.8226623535156, 113.26422119140625, 0.36376136541366577]","[418.9056701660156, 140.81436157226562, 0.2176787108182907]","[402.1942138671875, 137.8197784423828, 0.19770091772079468]","[423.680419921875, 178.54608154296875, 0.44046515226364136]","[397.41949462890625, 175.55149841308594, 0.2601858973503113]","[424.2772216796875, 212.68429565429688, 0.5496213436126709]","[380.7080383300781, 204.89837646484375, 0.43606260418891907]","[411.1467590332031, 207.29403686523438, 0.09315450489521027]","[402.1942138671875, 203.7005615234375, 0.07163447886705399]","[384.8858947753906, 257.6029968261719, 0.25683480501174927]","[419.50250244140625, 261.19647216796875, 0.2227453887462616]","[387.8700866699219, 312.7032775878906, 0.21572628617286682]","[430.24560546875, 309.1097717285156, 0.24981771409511566]","[410.5499267578125, 139.31707763671875]","[406.67047119140625, 205.49729919433594]"
